,BaseDateTime,LAT,LON,SOG,COG,Heading,IMO,VesselType,Status,Length,Width,Draft
10275,2016-05-07 17:00:00,36.65558,-133.04482,19.4,107.0,107.0,IMO9400289,70.0,under way using engine,335.0,43.0,11.4
10276,2016-05-07 18:00:00,36.55597,-132.69072,19.8,110.0,111.0,IMO9400289,70.0,under way using engine,335.0,43.0,11.4
10277,2016-05-07 19:00:00,36.41707,-132.20328,20.1,109.0,107.0,IMO9400289,70.0,under way using engine,335.0,43.0,11.4
10278,2016-05-07 20:00:00,36.40908,-132.17497,20.2,108.0,106.0,IMO9400289,70.0,under way using engine,335.0,43.0,11.4
10301,2016-05-08 19:00:00,42.4141,-135.36506,14.8,-97.7,313.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
10303,2016-05-08 21:00:00,42.78908,-135.93405,15.2,-97.8,314.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
10304,2016-05-08 22:00:00,42.96523,-136.19066,15.1,-98.0,314.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
10305,2016-05-08 23:00:00,43.10988,-136.40911,15.1,-96.4,314.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
10306,2016-05-09 00:00:00,43.20875,-136.55903,15.7,-99.5,309.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
10326,2016-05-09 20:00:00,41.56134,-137.9946,19.6,119.7,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10327,2016-05-09 21:00:00,41.45172,-137.73494,19.9,120.0,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10328,2016-05-09 22:00:00,41.24146,-137.25072,19.7,121.9,122.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10329,2016-05-09 23:00:00,41.0727,-136.88626,19.5,121.8,122.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10330,2016-05-10 00:00:00,40.89839,-136.50129,20.0,119.9,121.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10331,2016-05-10 01:00:00,40.72811,-136.12504,20.2,121.6,121.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10332,2016-05-10 02:00:00,40.55155,-135.73645,20.3,120.5,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10333,2016-05-10 03:00:00,40.38898,-135.37821,20.5,120.4,118.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10334,2016-05-10 04:00:00,40.20647,-134.97509,20.1,120.0,119.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10335,2016-05-10 05:00:00,40.03211,-134.59085,20.1,119.4,119.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10336,2016-05-10 06:00:00,39.86174,-134.21319,19.9,121.2,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10337,2016-05-10 07:00:00,39.70326,-133.86129,19.8,120.3,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10338,2016-05-10 08:00:00,39.53031,-133.47975,20.2,120.1,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10339,2016-05-10 09:00:00,39.37548,-133.13585,20.0,121.2,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10340,2016-05-10 10:00:00,39.19776,-132.75104,20.1,121.0,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10341,2016-05-10 11:00:00,39.02139,-132.36864,20.2,123.3,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10342,2016-05-10 12:00:00,38.85359,-132.01557,19.9,120.8,119.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
10345,2016-05-10 15:00:00,39.8984,-137.68112,16.3,115.8,113.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.4
10346,2016-05-10 16:00:00,39.81154,-137.38868,16.6,112.2,114.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.4
10347,2016-05-10 17:00:00,54.33387,-133.33158,11.0,90.0,91.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
10348,2016-05-10 18:00:00,54.33555,-132.96132,11.9,91.0,93.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
10349,2016-05-10 19:00:00,54.32972,-132.6207,12.1,88.0,87.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
10350,2016-05-10 20:00:00,54.32935,-132.56733,10.9,105.0,129.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
10352,2016-05-10 22:00:00,54.3175,-132.33698,3.1,99.0,219.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
10353,2016-05-10 23:00:00,54.30267,-132.2076,14.6,82.0,81.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
10354,2016-05-11 00:00:00,38.98338,-134.82758,15.8,119.7,119.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.4
10355,2016-05-11 01:00:00,38.8458,-134.48897,15.8,117.9,119.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.1
10356,2016-05-11 02:00:00,38.72369,-134.19145,16.4,118.3,119.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.1
10357,2016-05-11 03:00:00,38.67482,-134.07465,15.9,117.9,119.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.1
10358,2016-05-11 04:00:00,38.51673,-133.70515,16.3,114.5,116.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.1
10359,2016-05-11 05:00:00,38.3499,-133.28961,16.0,117.6,118.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.1
10360,2016-05-11 06:00:00,38.28816,-133.14998,15.8,117.0,117.0,IMO9295220,79.0,under way using engine,300.0,42.0,11.1
10406,2016-05-13 04:00:00,41.50469,-132.17897,16.2,-110.0,301.0,IMO9406738,71.0,under way using engine,350.0,46.0,9.7
10407,2016-05-13 05:00:00,41.61742,-132.44731,15.9,-111.2,300.0,IMO9406738,71.0,under way using engine,350.0,46.0,9.7
10506,2016-05-17 08:00:00,38.57337,-133.87921,19.4,115.6,116.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.9
10507,2016-05-17 09:00:00,38.43095,-133.52525,19.5,118.4,116.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.9
10508,2016-05-17 10:00:00,34.12866,-135.02352,16.8,112.9,113.0,IMO9604172,73.0,under way using engine,335.0,46.0,12.6
10509,2016-05-17 11:00:00,38.12128,-132.73412,11.9,115.5,113.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.9
10510,2016-05-17 12:00:00,33.91795,-134.42243,16.9,112.4,112.0,IMO9604172,73.0,under way using engine,335.0,46.0,12.6
10511,2016-05-17 13:00:00,33.85997,-134.25856,17.0,112.8,112.0,IMO9604172,73.0,under way using engine,335.0,46.0,12.6
10512,2016-05-17 14:00:00,37.88544,-132.10403,12.0,114.4,111.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.9
10513,2016-05-17 15:00:00,37.8678,-132.05438,12.0,113.8,111.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.9
10516,2016-05-17 18:00:00,41.82089,-133.27691,13.5,-94.6,316.0,IMO9452220,71.0,under way using engine,138.0,21.0,8.3
10605,2016-05-21 11:00:00,47.51041,-132.86172,12.2,113.9,110.0,IMO9461063,70.0,under way using engine,229.0,32.0,8.0
10606,2016-05-21 12:00:00,47.40823,-132.50461,12.4,113.6,110.0,IMO9461063,70.0,under way using engine,229.0,32.0,8.0
10687,2016-05-24 21:00:00,54.34006,-132.55101,11.3,89.0,88.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
10735,2016-05-26 21:00:00,35.2543,-137.34207,17.9,118.0,116.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
10736,2016-05-26 22:00:00,35.19155,-137.19692,17.7,117.0,116.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
10737,2016-05-26 23:00:00,34.97047,-136.6435,17.8,116.0,114.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
10739,2016-05-27 01:00:00,34.70482,-136.01093,17.8,117.0,116.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
10740,2016-05-27 02:00:00,34.58623,-135.72482,17.8,117.0,117.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10741,2016-05-27 03:00:00,34.51572,-135.56072,17.7,116.0,116.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10742,2016-05-27 04:00:00,34.31775,-135.09625,17.6,117.0,116.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10743,2016-05-27 05:00:00,34.19585,-134.81522,17.6,118.0,117.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10744,2016-05-27 06:00:00,34.03878,-134.45218,17.3,118.0,118.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10745,2016-05-27 07:00:00,33.88508,-134.10617,17.8,118.0,117.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10746,2016-05-27 08:00:00,33.79645,-133.90093,18.0,116.0,116.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10747,2016-05-27 09:00:00,33.6385,-133.54992,17.6,119.0,119.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10748,2016-05-27 10:00:00,33.46477,-133.1768,17.7,119.0,119.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10749,2016-05-27 11:00:00,33.34128,-132.90498,17.5,119.0,118.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10750,2016-05-27 12:00:00,33.2221,-132.64212,17.2,118.0,117.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10751,2016-05-27 13:00:00,33.03897,-132.24383,17.5,118.0,117.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10752,2016-05-27 14:00:00,32.93313,-132.02488,17.9,118.0,117.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.1
10768,2016-05-28 06:00:00,42.29651,-133.67563,12.5,-98.4,309.0,IMO9461477,71.0,under way using engine,336.0,43.0,9.2
10793,2016-05-29 07:00:00,22.83628,-136.6617,14.6,38.5,38.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10805,2016-05-29 19:00:00,42.15293,-134.90235,20.2,129.0,130.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10806,2016-05-29 20:00:00,42.03578,-134.70747,20.5,132.0,133.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10807,2016-05-29 21:00:00,41.68048,-134.23042,20.9,132.0,132.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10808,2016-05-29 22:00:00,41.4423,-133.89872,20.5,133.0,132.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10809,2016-05-29 23:00:00,41.2125,-133.56287,20.2,133.0,134.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10810,2016-05-30 00:00:00,40.99115,-133.26025,20.7,133.0,133.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10811,2016-05-30 01:00:00,40.7619,-132.93897,19.9,132.0,133.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10812,2016-05-30 02:00:00,26.72143,-133.39985,14.7,36.2,36.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10813,2016-05-30 03:00:00,40.3004,-132.30763,20.3,134.0,134.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
10814,2016-05-30 04:00:00,27.09688,-133.07759,14.5,39.3,38.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10815,2016-05-30 05:00:00,27.23473,-132.95898,14.6,37.9,37.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10817,2016-05-30 07:00:00,27.63939,-132.60995,14.5,37.7,38.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10818,2016-05-30 08:00:00,27.80868,-132.46302,14.7,38.6,37.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10820,2016-05-30 10:00:00,28.27673,-132.06239,14.8,36.2,37.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10821,2016-05-30 11:00:00,28.32318,-132.02448,14.6,35.2,37.0,IMO9419797,70.0,under way using engine,231.0,31.0,10.1
10823,2016-05-30 13:00:00,54.32058,-133.4529,12.8,91.0,92.0,IMO9440930,70.0,under way using engine,190.0,32.0,5.7
10824,2016-05-30 14:00:00,54.31775,-133.07385,12.6,91.8,91.0,IMO9440930,70.0,under way using engine,190.0,32.0,5.7
10825,2016-05-30 15:00:00,54.31482,-132.73529,11.6,88.9,90.0,IMO9440930,70.0,under way using engine,190.0,32.0,5.7
10826,2016-05-30 16:00:00,54.31634,-132.40203,11.2,88.9,89.0,IMO9440930,70.0,under way using engine,190.0,32.0,5.7
10827,2016-05-30 17:00:00,54.3145,-132.14059,12.1,91.2,88.0,IMO9440930,70.0,under way using engine,190.0,32.0,5.7
10828,2016-05-30 18:00:00,54.31321,-132.00626,12.3,91.1,87.0,IMO9440930,70.0,under way using engine,190.0,32.0,5.7
10855,2016-05-31 21:00:00,54.31664,-133.32105,18.1,88.7,91.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
10856,2016-05-31 22:00:00,54.31667,-133.00996,17.3,90.3,92.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
10857,2016-06-02 17:00:00,38.4099,-137.62848,18.0,119.0,120.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10858,2016-06-02 18:00:00,38.36568,-137.53042,17.9,120.0,121.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10859,2016-06-02 19:00:00,38.15988,-137.08528,17.7,119.0,119.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10861,2016-06-02 21:00:00,37.82498,-136.3802,18.5,119.0,121.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10862,2016-06-02 22:00:00,37.629,-135.97873,18.2,120.0,121.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10863,2016-06-02 23:00:00,37.49297,-135.6955,18.5,121.0,122.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10864,2016-06-03 00:00:00,37.31465,-135.33585,18.2,120.0,121.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10865,2016-06-03 01:00:00,37.14572,-134.99678,18.0,122.0,123.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10866,2016-06-03 02:00:00,36.99337,-134.69045,17.7,121.0,122.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10867,2016-06-03 03:00:00,36.8345,-134.37748,17.4,123.0,124.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10868,2016-06-03 04:00:00,36.67567,-134.0743,17.9,122.0,122.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10869,2016-06-03 05:00:00,36.51133,-133.75092,18.5,122.0,122.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10870,2016-06-03 06:00:00,36.34435,-133.42913,18.3,122.0,122.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10871,2016-06-03 07:00:00,36.18983,-133.13125,18.0,125.0,126.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10872,2016-06-03 08:00:00,36.021,-132.81832,18.0,123.0,124.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10873,2016-06-03 09:00:00,35.84442,-132.49337,17.9,123.0,124.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10874,2016-06-03 10:00:00,35.68785,-132.20328,17.7,124.0,123.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10875,2016-06-03 11:00:00,35.57983,-132.00437,17.9,124.0,124.0,IMO9310109,70.0,under way using engine,199.0,32.0,10.4
10891,2016-06-04 03:00:00,37.464,-136.05933,12.4,118.3,119.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10892,2016-06-04 04:00:00,37.38373,-135.86676,12.7,116.1,118.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10893,2016-06-04 05:00:00,37.28163,-135.6203,12.4,119.8,119.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10894,2016-06-04 06:00:00,31.492,-132.064,14.3,-109.6,300.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10895,2016-06-04 07:00:00,31.60072,-132.30354,14.3,-112.6,298.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10896,2016-06-04 08:00:00,31.67283,-132.46383,14.3,-113.6,298.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10897,2016-06-04 09:00:00,31.80867,-132.758,14.0,-111.6,299.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10898,2016-06-04 10:00:00,31.8645,-132.87767,14.2,-110.6,299.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10899,2016-06-04 11:00:00,36.69788,-134.26501,12.1,118.0,119.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10900,2016-06-04 12:00:00,36.60106,-134.03445,12.0,115.8,119.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10901,2016-06-04 13:00:00,36.5312,-133.87742,12.3,119.0,121.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10902,2016-06-04 14:00:00,36.40589,-133.62031,12.8,120.8,120.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10903,2016-06-04 15:00:00,36.27948,-133.35333,12.4,119.6,120.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10904,2016-06-04 16:00:00,32.60017,-134.53933,14.1,-111.6,298.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10905,2016-06-04 17:00:00,32.70333,-134.7625,14.5,-110.6,298.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10906,2016-06-04 18:00:00,35.98369,-132.68933,12.2,121.7,121.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10907,2016-06-04 19:00:00,32.93167,-135.26733,14.3,-110.6,298.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10908,2016-06-04 20:00:00,33.03913,-135.51217,14.3,-112.6,297.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10909,2016-06-04 21:00:00,33.13967,-135.73883,14.2,-112.6,297.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
10910,2016-06-04 22:00:00,35.65949,-132.0112,12.3,118.1,117.0,IMO9551698,79.0,under way using engine,190.0,32.0,10.1
10955,2016-06-06 19:00:00,40.52472,-137.80428,19.1,115.0,117.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10956,2016-06-06 20:00:00,40.37758,-137.38202,18.9,113.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10957,2016-06-06 21:00:00,40.25543,-137.00035,18.8,113.0,117.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10958,2016-06-06 22:00:00,40.13077,-136.64707,18.9,115.0,117.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10959,2016-06-06 23:00:00,39.99368,-136.27675,19.2,116.0,116.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10960,2016-06-07 00:00:00,39.84857,-135.87718,19.1,113.0,113.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10961,2016-06-07 01:00:00,39.72573,-135.52315,18.9,115.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10962,2016-06-07 02:00:00,39.59638,-135.16008,19.3,114.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10963,2016-06-07 03:00:00,39.45383,-134.74242,19.4,113.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10964,2016-06-07 04:00:00,39.32377,-134.38493,19.0,118.0,120.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10965,2016-06-07 05:00:00,39.18985,-134.0569,19.3,113.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10966,2016-06-07 06:00:00,39.03685,-133.63435,19.1,117.0,118.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10967,2016-06-07 07:00:00,38.9077,-133.30202,18.8,116.0,118.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10968,2016-06-07 08:00:00,38.74792,-132.91263,18.9,117.0,118.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10969,2016-06-07 09:00:00,38.59742,-132.54868,18.6,116.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10970,2016-06-07 10:00:00,38.46222,-132.18982,19.3,116.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
10971,2016-06-07 11:00:00,38.41648,-132.06827,19.3,116.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
11122,2016-06-13 18:00:00,39.04084,-133.06185,19.3,120.9,122.0,IMO9408841,71.0,under way using engine,350.0,46.0,10.5
11303,2016-06-21 07:00:00,36.9534,-132.91378,13.2,123.6,126.0,IMO9303924,79.0,under way using engine,190.0,32.0,12.1
11304,2016-06-21 08:00:00,36.89281,-132.79796,13.2,120.6,124.0,IMO9303924,79.0,under way using engine,190.0,32.0,12.1
11305,2016-06-21 09:00:00,36.77605,-132.57039,13.4,126.0,124.0,IMO9303924,79.0,under way using engine,190.0,32.0,12.1
11306,2016-06-21 10:00:00,36.58615,-132.20205,13.5,119.4,124.0,IMO9303924,79.0,under way using engine,190.0,32.0,12.1
11307,2016-06-21 11:00:00,36.50015,-132.03103,13.2,123.8,125.0,IMO9303924,79.0,under way using engine,190.0,32.0,12.1
11313,2016-06-21 17:00:00,54.35982,-134.60772,14.1,91.0,92.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11314,2016-06-21 18:00:00,54.34988,-134.13095,15.0,93.0,94.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11315,2016-06-21 19:00:00,54.33913,-133.7678,15.0,91.0,92.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11316,2016-06-21 20:00:00,54.33683,-133.28543,15.0,89.0,94.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11317,2016-06-21 21:00:00,54.33095,-132.84245,13.1,91.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11318,2016-06-21 22:00:00,54.32703,-132.53387,13.2,89.0,89.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11319,2016-06-21 23:00:00,54.31935,-132.08272,13.9,90.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11320,2016-06-22 00:00:00,54.31817,-132.03208,13.9,94.0,89.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
11347,2016-06-23 03:00:00,35.50021,-137.75662,12.9,122.7,121.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
11349,2016-06-23 05:00:00,35.22464,-137.2559,13.5,125.0,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
11350,2016-06-23 06:00:00,35.08777,-137.01286,13.4,123.7,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
11351,2016-06-23 07:00:00,34.95996,-136.77981,13.3,124.7,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
11352,2016-06-23 08:00:00,34.8281,-136.5503,13.5,125.9,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11353,2016-06-23 09:00:00,34.7075,-136.33342,13.0,123.5,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11354,2016-06-23 10:00:00,34.5927,-136.13179,12.8,123.6,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11355,2016-06-23 11:00:00,34.47197,-135.90863,12.8,123.4,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11356,2016-06-23 12:00:00,34.34758,-135.6927,12.9,124.9,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11357,2016-06-23 13:00:00,34.2303,-135.48695,13.0,124.9,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11358,2016-06-23 14:00:00,34.09484,-135.25025,12.7,125.7,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11359,2016-06-23 15:00:00,33.98506,-135.05236,12.6,123.4,122.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11360,2016-06-23 16:00:00,33.86353,-134.83503,12.6,124.1,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11361,2016-06-23 17:00:00,33.73968,-134.61133,12.7,122.8,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11362,2016-06-23 18:00:00,33.61836,-134.39323,12.6,122.3,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11363,2016-06-23 19:00:00,33.51892,-134.22201,13.1,125.0,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11364,2016-06-23 20:00:00,33.37242,-133.97759,12.8,126.1,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11365,2016-06-23 21:00:00,33.25673,-133.77634,12.7,122.5,120.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11366,2016-06-23 22:00:00,33.14122,-133.55884,12.7,123.9,122.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11367,2016-06-23 23:00:00,33.01304,-133.34299,12.7,125.9,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11368,2016-06-24 00:00:00,32.89733,-133.13863,12.6,123.5,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11369,2016-06-24 01:00:00,32.8038,-132.97252,12.5,124.0,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11370,2016-06-24 02:00:00,32.66622,-132.72592,12.2,123.7,124.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11371,2016-06-24 03:00:00,32.54505,-132.52541,12.2,125.5,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11372,2016-06-24 04:00:00,32.44481,-132.35128,12.2,122.4,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11373,2016-06-24 05:00:00,32.31763,-132.13234,12.1,124.2,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11374,2016-06-24 06:00:00,32.24235,-132.00056,12.2,124.4,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,7.1
11402,2016-06-25 10:00:00,28.09393,-132.07895,17.9,-126.1,285.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11403,2016-06-25 11:00:00,28.16945,-132.41331,18.3,-123.9,285.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11404,2016-06-25 12:00:00,28.24511,-132.73871,18.4,-127.8,285.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11405,2016-06-25 13:00:00,34.40954,-132.10233,12.7,-111.4,297.0,IMO9336830,70.0,under way using engine,190.0,30.0,12.6
11406,2016-06-25 14:00:00,28.38471,-133.4179,18.5,-124.9,286.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11407,2016-06-25 15:00:00,28.46055,-133.7564,18.2,-128.7,282.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11408,2016-06-25 16:00:00,28.53478,-134.14069,22.1,-126.6,283.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11409,2016-06-25 17:00:00,28.62317,-134.54192,22.3,-127.9,282.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11410,2016-06-25 18:00:00,28.70281,-134.94867,18.9,-127.3,282.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
11411,2016-06-25 19:00:00,34.97761,-133.45859,12.6,-113.3,294.0,IMO9336830,70.0,under way using engine,190.0,30.0,12.6
11412,2016-06-25 20:00:00,40.17753,-132.72147,13.5,-109.6,303.0,IMO9400289,70.0,under way using engine,335.0,43.0,9.9
