,BaseDateTime,LAT,LON,SOG,COG,Heading,IMO,VesselType,Status,Length,Width,Draft
0,2016-03-01 10:00:00,53.97683,-161.55704,19.7,-121.7,290.0,IMO9408865,71.0,under way using engine,349.0,45.0,9.9
1,2016-03-01 11:00:00,54.03377,-161.87043,19.4,-123.5,288.0,IMO9408865,71.0,under way using engine,349.0,45.0,9.9
33,2016-03-02 19:00:00,54.11652,-161.65217,13.4,-142.8,269.0,IMO9607150,79.0,under way using engine,229.0,32.0,8.8
34,2016-03-02 20:00:00,54.11263,-161.97784,12.0,-139.5,268.0,IMO9607150,79.0,under way using engine,229.0,32.0,8.8
41,2016-03-03 03:00:00,54.04713,-161.84375,11.3,94.0,94.0,IMO8612316,70.0,under way using engine,179.0,33.0,8.4
42,2016-03-03 04:00:00,54.03317,-161.65505,10.0,98.0,91.0,IMO8612316,70.0,under way using engine,179.0,33.0,8.4
245,2016-03-11 15:00:00,54.11778,-161.73386,10.8,-139.4,273.0,IMO9408841,71.0,under way using engine,350.0,46.0,10.4
246,2016-03-11 16:00:00,54.11546,-161.9845,11.5,-147.3,265.0,IMO9408841,71.0,under way using engine,350.0,46.0,10.4
252,2016-03-11 22:00:00,54.10767,-161.7765,17.7,95.0,97.0,IMO9311696,71.0,under way using engine,292.0,32.0,11.8
253,2016-03-11 23:00:00,54.10133,-161.67417,17.3,96.0,97.0,IMO9311696,71.0,under way using engine,292.0,32.0,11.8
256,2016-03-12 02:00:00,20.27635,-159.2177,10.0,39.0,43.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
257,2016-03-12 03:00:00,20.38555,-159.10832,9.7,46.0,47.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
258,2016-03-12 04:00:00,20.51222,-158.96427,9.4,47.0,49.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
259,2016-03-12 05:00:00,20.63037,-158.83725,10.0,42.0,46.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
260,2016-03-12 06:00:00,20.72685,-158.73718,9.9,44.0,45.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
261,2016-03-12 07:00:00,20.85228,-158.60745,9.5,43.0,44.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
262,2016-03-12 08:00:00,20.97445,-158.48162,10.2,45.0,43.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
263,2016-03-12 09:00:00,21.1168,-158.3338,10.9,44.0,44.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
264,2016-03-12 10:00:00,21.19975,-158.27978,5.3,-97.6,311.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
265,2016-03-12 11:00:00,21.21872,-158.30042,3.9,-94.6,315.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
269,2016-03-12 15:00:00,21.24445,-158.21723,8.6,68.0,63.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
270,2016-03-12 16:00:00,21.29848,-158.14603,4.7,37.0,43.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
271,2016-03-12 17:00:00,21.3161,-158.12875,5.4,46.0,50.0,IMO9464510,70.0,under way using engine,224.0,32.0,11.0
282,2016-03-13 04:00:00,54.09681,-161.68874,16.1,-147.6,261.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.8
283,2016-03-13 05:00:00,54.07308,-161.9679,16.1,-142.4,268.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.8
314,2016-03-14 12:00:00,54.02005,-161.72946,9.3,-134.9,274.0,IMO9408877,71.0,under way using engine,350.0,46.0,10.1
315,2016-03-14 13:00:00,54.02537,-161.95105,9.3,-140.7,269.0,IMO9408877,71.0,under way using engine,350.0,46.0,10.1
316,2016-04-03 06:00:00,54.07632,-161.73008,14.3,-131.8,280.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.2
317,2016-04-03 07:00:00,54.09646,-161.97875,14.2,-133.8,275.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
338,2016-04-04 04:00:00,53.93661,-161.77948,18.2,-117.7,297.0,IMO9406738,71.0,under way using engine,350.0,46.0,11.5
396,2016-04-06 14:00:00,54.06068,-161.87707,13.5,96.8,94.0,IMO9433664,70.0,under way using engine,229.0,32.0,8.9
397,2016-04-06 15:00:00,54.05233,-161.63109,12.8,94.4,90.0,IMO9433664,70.0,under way using engine,229.0,32.0,8.9
408,2016-04-07 02:00:00,58.7607,-160.09765,16.8,-103.6,307.0,IMO890494100,70.0,under way using engine,130.0,19.0,5.4
409,2016-04-07 03:00:00,58.90908,-160.33288,6.5,-65.6,344.0,IMO890494100,70.0,under way using engine,130.0,19.0,5.4
480,2016-04-10 02:00:00,54.08729,-161.81947,16.7,79.5,83.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.4
481,2016-04-10 03:00:00,54.10126,-161.62027,16.5,83.0,83.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.4
507,2016-04-11 05:00:00,53.99484,-161.69799,18.4,-123.2,287.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
508,2016-04-11 06:00:00,54.04131,-161.94543,18.6,-121.8,287.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
511,2016-04-11 09:00:00,54.07653,-161.95195,20.1,-133.6,277.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.1
512,2016-05-01 15:00:00,54.08582,-161.99753,16.2,-136.4,274.0,IMO9215634,79.0,under way using engine,278.0,40.0,11.0
545,2016-05-03 00:00:00,54.0335,-161.25877,19.1,-139.6,271.0,IMO9300441,74.0,under way using engine,301.0,43.0,10.4
569,2016-05-04 00:00:00,18.36192,-159.36153,12.4,25.8,28.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
570,2016-05-04 01:00:00,18.53793,-159.27248,12.1,24.7,27.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
571,2016-05-04 02:00:00,18.73319,-159.1697,12.7,25.9,27.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
572,2016-05-04 03:00:00,18.9214,-159.07432,13.0,24.3,28.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
573,2016-05-04 04:00:00,19.10961,-158.97676,12.7,25.4,28.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
574,2016-05-04 05:00:00,19.31956,-158.86659,12.8,25.2,27.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
575,2016-05-04 06:00:00,19.51775,-158.76713,12.7,25.7,26.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
576,2016-05-04 07:00:00,19.72137,-158.66379,13.0,26.3,26.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
577,2016-05-04 08:00:00,19.88241,-158.58035,12.7,26.7,25.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
578,2016-05-04 09:00:00,20.08704,-158.47481,12.6,24.8,24.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
579,2016-05-04 10:00:00,20.28428,-158.37486,12.4,24.4,25.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
580,2016-05-04 11:00:00,20.47576,-158.27671,12.4,27.7,27.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
581,2016-05-04 12:00:00,20.60987,-158.20437,12.5,26.4,26.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
582,2016-05-04 13:00:00,20.84362,-158.08278,12.1,28.0,26.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
583,2016-05-04 14:00:00,21.01139,-157.99593,11.8,20.2,16.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
584,2016-05-04 15:00:00,21.14437,-157.93622,7.5,20.2,15.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
585,2016-05-04 16:00:00,21.16295,-157.94171,11.7,200.6,204.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
586,2016-05-04 17:00:00,21.01487,-158.00186,13.1,202.4,206.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
587,2016-05-04 18:00:00,20.77559,-158.11944,13.2,-201.8,208.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
588,2016-05-04 19:00:00,20.57797,-158.22247,12.7,-204.0,207.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
589,2016-05-04 20:00:00,20.40689,-158.31234,12.6,-203.0,206.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
590,2016-05-04 21:00:00,20.21799,-158.41066,12.9,203.7,205.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
591,2016-05-04 22:00:00,20.00676,-158.51802,12.7,-203.1,206.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
592,2016-05-04 23:00:00,19.81997,-158.61779,12.5,-203.7,204.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
593,2016-05-05 00:00:00,19.6325,-158.72153,12.3,-193.0,215.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
594,2016-05-05 01:00:00,19.47238,-158.85379,12.0,-189.9,215.0,IMO9452907,70.0,under way using engine,189.0,32.0,12.5
595,2016-05-05 02:00:00,54.09034,-161.94991,21.7,-135.1,276.0,IMO9408853,71.0,under way using engine,350.0,46.0,10.5
670,2016-05-08 05:00:00,54.13478,-161.8897,18.0,83.0,85.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
671,2016-05-08 06:00:00,54.14573,-161.71172,17.6,83.0,85.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
793,2016-05-13 08:00:00,54.06058,-161.79843,12.0,-133.6,273.0,IMO9263253,70.0,under way using engine,190.0,31.0,6.3
794,2016-05-13 09:00:00,54.06785,-161.9076,12.2,-132.6,277.0,IMO9263253,70.0,under way using engine,190.0,31.0,6.3
931,2016-05-19 02:00:00,54.00648,-161.10053,13.3,-127.6,274.0,IMO9385166,70.0,under way using engine,176.0,29.0,10.0
932,2016-05-19 03:00:00,54.04682,-161.47872,12.9,-132.6,278.0,IMO9385166,70.0,under way using engine,176.0,29.0,10.0
933,2016-05-19 04:00:00,54.05905,-161.75157,13.4,-136.6,272.0,IMO9385166,70.0,under way using engine,176.0,29.0,10.0
934,2016-05-19 05:00:00,54.06983,-161.98587,12.9,-131.6,275.0,IMO9385166,70.0,under way using engine,176.0,29.0,10.0
990,2016-05-21 13:00:00,54.0117,-161.77826,11.0,-117.4,288.0,IMO9432529,70.0,under way using engine,175.0,29.0,9.8
991,2016-05-21 14:00:00,54.06085,-161.98482,11.0,-117.9,291.0,IMO9432529,70.0,under way using engine,175.0,29.0,9.8
1003,2016-05-22 02:00:00,54.13051,-161.67133,17.1,86.9,90.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
1004,2016-05-22 03:00:00,54.13728,-161.39195,17.3,85.7,90.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
1020,2016-05-22 19:00:00,53.95588,-160.21733,15.0,-133.6,275.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
1021,2016-05-22 20:00:00,53.99087,-160.72972,15.3,-129.6,281.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
1023,2016-05-22 22:00:00,54.065,-161.62388,15.6,-135.6,272.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
1024,2016-05-22 23:00:00,54.0869,-161.98827,15.2,-132.6,277.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
1125,2016-05-27 04:00:00,53.77183,-161.847,18.3,112.0,112.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
1126,2016-05-27 05:00:00,53.67952,-161.48442,18.6,114.0,111.0,IMO9300441,74.0,under way using engine,301.0,43.0,11.5
1164,2016-05-28 19:00:00,54.07402,-161.79415,12.3,98.0,95.0,IMO9687124,70.0,under way using engine,225.0,32.0,8.9
1165,2016-05-28 20:00:00,54.06294,-161.63754,11.5,97.1,93.0,IMO9687124,70.0,under way using engine,225.0,32.0,8.9
1178,2016-05-29 09:00:00,54.13762,-161.67169,16.6,84.6,84.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
1179,2016-06-01 10:00:00,53.95268,-161.57405,13.3,-117.2,290.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.9
1180,2016-06-01 11:00:00,54.04294,-161.94455,12.9,-118.0,293.0,IMO9461477,71.0,under way using engine,336.0,43.0,9.2
1181,2016-06-01 12:00:00,54.05545,-161.99657,13.0,-116.9,293.0,IMO9461477,71.0,under way using engine,336.0,43.0,9.2
1183,2016-06-01 14:00:00,54.0453,-161.57897,9.4,-133.4,281.0,IMO9461063,70.0,under way using engine,229.0,32.0,8.0
1283,2016-06-05 18:00:00,54.03783,-161.39479,17.0,-131.3,279.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.1
1284,2016-06-05 19:00:00,54.062,-161.86143,17.0,-134.3,275.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.1
1285,2016-06-05 20:00:00,54.06334,-161.89022,16.9,-135.3,275.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.1
1286,2016-06-05 21:00:00,23.63608,-156.08857,14.4,-116.5,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1287,2016-06-05 22:00:00,23.70618,-156.28214,14.9,-118.8,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1288,2016-06-05 23:00:00,23.8164,-156.5884,14.7,-116.9,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1289,2016-06-06 00:00:00,23.90677,-156.83668,14.6,-116.8,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1290,2016-06-06 01:00:00,23.97847,-157.03576,14.6,-118.9,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1291,2016-06-06 02:00:00,24.05941,-157.26617,14.8,-118.1,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1292,2016-06-06 03:00:00,24.15723,-157.54083,15.0,-118.5,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1293,2016-06-06 04:00:00,24.19554,-157.64691,14.7,-117.9,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
1418,2016-06-11 09:00:00,54.06979,-161.72513,12.6,-132.7,276.0,IMO9464417,70.0,under way using engine,225.0,32.0,7.0
1419,2016-06-11 10:00:00,54.08872,-161.99321,12.0,-131.9,275.0,IMO9464417,70.0,under way using engine,225.0,32.0,7.0
1442,2016-06-12 09:00:00,54.07723,-161.86767,15.3,-134.4,276.0,IMO9215634,79.0,under way using engine,278.0,40.0,11.0
1443,2016-06-12 10:00:00,54.07996,-161.91994,15.0,-134.0,276.0,IMO9215634,79.0,under way using engine,278.0,40.0,11.0
1524,2016-06-15 19:00:00,54.07987,-161.95175,12.4,95.0,97.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
1525,2016-06-15 20:00:00,54.05977,-161.59998,12.5,98.0,100.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
1526,2016-06-15 21:00:00,54.0426,-161.34678,12.8,93.0,97.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
1527,2016-06-15 22:00:00,54.02065,-160.98197,12.6,98.0,102.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
1541,2016-06-16 12:00:00,53.51188,-156.08723,13.4,101.0,103.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
1610,2016-06-19 09:00:00,54.14992,-161.713,17.3,82.0,84.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
1732,2016-06-24 11:00:00,54.0398,-161.7088,11.9,106.0,96.0,IMO9519157,70.0,under way using engine,225.0,32.0,7.5
1733,2016-06-24 12:00:00,54.05105,-161.6123,12.2,76.0,80.0,IMO9519157,70.0,under way using engine,225.0,32.0,7.5
1734,2016-07-01 05:00:00,54.06773,-161.92785,13.5,-131.6,275.0,IMO9385166,70.0,under way using engine,176.0,29.0,10.1
1735,2016-07-01 06:00:00,54.07223,-161.96947,13.2,-132.6,276.0,IMO9385166,70.0,under way using engine,176.0,29.0,10.1
1736,2016-07-01 07:00:00,54.01899,-161.10471,12.4,-133.3,278.0,IMO9616113,70.0,under way using engine,180.0,29.0,10.5
1738,2016-07-01 09:00:00,54.05945,-161.79718,12.4,-132.5,279.0,IMO9616113,70.0,under way using engine,180.0,29.0,10.5
1739,2016-07-01 10:00:00,54.07044,-161.95698,12.4,-132.3,279.0,IMO9616113,70.0,under way using engine,180.0,29.0,10.5
1786,2016-07-03 09:00:00,53.94907,-160.1916,15.8,-133.6,277.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
1787,2016-07-03 10:00:00,53.98,-160.67562,16.0,-132.6,278.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
1788,2016-07-03 11:00:00,54.1093,-161.42504,17.1,72.3,75.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.7
1789,2016-07-03 12:00:00,54.05462,-161.61568,15.5,-132.6,278.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
1790,2016-07-03 13:00:00,54.07653,-161.98977,15.2,-134.6,278.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
1791,2016-07-03 14:00:00,54.05243,-161.23811,11.8,-136.1,273.0,IMO9490909,70.0,under way using engine,292.0,45.0,8.9
1792,2016-07-03 15:00:00,54.05993,-161.5216,11.6,-137.4,274.0,IMO9490909,70.0,under way using engine,292.0,45.0,8.9
1877,2016-07-07 04:00:00,54.02353,-161.05638,13.2,-131.6,282.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.1
1878,2016-07-07 05:00:00,54.04892,-161.45487,12.9,-134.6,279.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.1
1879,2016-07-07 06:00:00,54.06478,-161.67197,13.1,-133.6,281.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.1
1880,2016-07-07 07:00:00,54.08967,-161.99702,13.2,-133.6,280.0,IMO9316907,77.0,under way using engine,225.0,32.0,11.9
1913,2016-07-08 16:00:00,53.96262,-160.4408,11.5,-133.6,280.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.7
1914,2016-07-08 17:00:00,53.98758,-160.74855,11.4,-132.6,280.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.7
1915,2016-07-08 18:00:00,54.01028,-161.0521,11.7,-133.6,280.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.5
1916,2016-07-08 19:00:00,54.03587,-161.38597,11.0,-133.6,282.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.5
1917,2016-07-08 20:00:00,54.06428,-161.73648,11.6,-132.6,278.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.5
1918,2016-07-08 21:00:00,54.08233,-161.99407,11.7,-134.6,277.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.5
1955,2016-07-10 10:00:00,54.13752,-161.67371,18.2,83.2,82.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
2004,2016-07-12 11:00:00,54.02638,-161.37683,14.1,-134.5,277.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.7
2005,2016-07-12 12:00:00,54.05778,-161.79106,14.7,-134.0,278.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.7
2006,2016-07-12 13:00:00,54.06922,-161.96609,14.8,-131.2,278.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.7
2359,2016-07-27 06:00:00,27.71277,-158.40023,14.6,125.0,128.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
2363,2016-07-27 10:00:00,27.23428,-157.59625,14.4,122.0,123.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
2369,2016-07-27 16:00:00,26.40352,-156.0905,14.7,119.0,121.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
2370,2016-07-27 17:00:00,26.35743,-156.00212,14.6,120.0,121.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
2457,2016-07-31 08:00:00,54.1415,-161.75047,17.3,83.0,84.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
2458,2016-08-09 17:00:00,54.00227,-161.05903,13.7,-140.2,267.0,IMO9507960,70.0,under way using engine,225.0,32.0,12.7
2459,2016-08-09 18:00:00,54.01758,-161.4445,13.1,-132.1,275.0,IMO9507960,70.0,under way using engine,225.0,32.0,12.7
2460,2016-08-09 19:00:00,54.04988,-161.81584,13.3,-133.1,280.0,IMO9507960,70.0,under way using engine,225.0,32.0,12.7
2461,2016-08-09 20:00:00,54.06463,-161.98607,12.8,-130.3,279.0,IMO9507960,70.0,under way using engine,225.0,32.0,12.7
2574,2016-08-14 13:00:00,54.08478,-161.99853,18.9,-133.6,279.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
2671,2016-08-18 14:00:00,54.05192,-161.7957,13.1,-131.6,273.0,IMO9385166,70.0,under way using engine,176.0,29.0,9.6
2672,2016-08-18 15:00:00,54.07162,-161.98468,13.3,-133.6,275.0,IMO9385166,70.0,under way using engine,176.0,29.0,9.6
2737,2016-08-21 08:00:00,54.08828,-161.65074,16.5,88.3,87.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
2843,2016-08-25 18:00:00,53.96763,-160.34878,13.0,-134.2,275.0,IMO9272943,70.0,under way using engine,225.0,32.0,8.7
2844,2016-08-25 19:00:00,53.98278,-160.69503,13.0,-132.9,274.0,IMO9272943,70.0,under way using engine,225.0,32.0,8.7
2845,2016-08-25 20:00:00,54.01448,-161.12157,12.7,-134.2,273.0,IMO9272943,70.0,under way using engine,225.0,32.0,8.7
2846,2016-08-25 21:00:00,54.03368,-161.47831,12.7,-130.6,279.0,IMO9272943,70.0,under way using engine,225.0,32.0,8.7
2847,2016-08-25 22:00:00,54.05922,-161.8522,13.2,-133.2,276.0,IMO9272943,70.0,under way using engine,225.0,32.0,8.7
2848,2016-08-25 23:00:00,54.06711,-161.97334,13.2,-134.1,276.0,IMO9272943,70.0,under way using engine,225.0,32.0,8.7
2902,2016-08-28 05:00:00,53.91897,-159.50032,16.0,-132.3,277.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
2903,2016-08-28 06:00:00,53.937,-159.74929,16.3,-132.6,277.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
2905,2016-08-28 08:00:00,54.01198,-160.83323,16.1,-125.6,283.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
2906,2016-08-28 09:00:00,54.06398,-161.31962,15.7,-133.2,275.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
2907,2016-08-28 10:00:00,54.07209,-161.49015,15.4,-137.3,272.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
2908,2016-08-28 11:00:00,54.07898,-161.96954,15.6,-136.5,275.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
2909,2016-08-28 12:00:00,54.15834,-161.4439,18.5,84.2,82.0,IMO9624287,70.0,under way using engine,255.0,37.0,11.8
2910,2016-08-28 13:00:00,54.19691,-160.95061,18.3,82.3,81.0,IMO9624287,70.0,under way using engine,255.0,37.0,11.8
2958,2016-08-30 13:00:00,54.02238,-159.92377,12.5,-135.6,276.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2959,2016-08-30 14:00:00,54.03503,-160.17047,12.5,-136.6,277.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2960,2016-08-30 15:00:00,54.04732,-160.59407,12.1,-139.6,276.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2961,2016-08-30 16:00:00,54.06093,-160.97953,12.7,-135.6,281.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2962,2016-08-30 17:00:00,54.07723,-161.28285,12.9,-133.6,282.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2963,2016-08-30 18:00:00,54.08922,-161.70515,12.4,-136.6,278.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2964,2016-08-30 19:00:00,54.10043,-161.99868,12.3,-137.6,273.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.2
2965,2016-09-08 09:00:00,53.99352,-161.03247,15.1,-132.3,278.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.5
2966,2016-09-08 10:00:00,54.01647,-161.35822,15.2,-132.4,280.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.5
2967,2016-09-08 11:00:00,54.05226,-161.84488,15.9,-133.9,280.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.5
2968,2016-09-08 12:00:00,54.05959,-161.93581,15.8,-132.0,280.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.5
3107,2016-09-14 07:00:00,54.0659,-161.99107,11.0,98.1,98.0,IMO9507960,70.0,under way using engine,225.0,32.0,7.5
3108,2016-09-14 08:00:00,54.04747,-161.74829,11.0,99.3,100.0,IMO9507960,70.0,under way using engine,225.0,32.0,7.5
3145,2016-09-15 21:00:00,54.07382,-161.93017,13.0,90.7,95.0,IMO9403047,70.0,under way using engine,185.0,32.0,7.0
3146,2016-09-15 22:00:00,54.07436,-161.64802,12.9,86.7,91.0,IMO9403047,70.0,under way using engine,185.0,32.0,7.0
3191,2016-09-17 19:00:00,53.78178,-161.78392,19.7,-119.1,293.0,IMO9604172,73.0,under way using engine,335.0,46.0,11.3
3415,2016-09-27 03:00:00,54.0707,-161.85142,13.9,99.0,98.0,IMO9182734,70.0,under way using engine,289.0,45.0,10.9
3416,2016-09-27 04:00:00,54.05373,-161.65025,13.6,95.0,93.0,IMO9182734,70.0,under way using engine,289.0,45.0,10.9
3417,2016-10-04 00:00:00,54.00395,-161.18466,13.9,-138.0,269.0,IMO9507960,70.0,under way using engine,225.0,32.0,9.3
3419,2016-10-04 02:00:00,54.04245,-161.72267,13.6,-131.3,278.0,IMO9507960,70.0,under way using engine,225.0,32.0,9.3
3536,2016-10-08 23:00:00,54.01803,-161.64306,15.1,100.2,97.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.8
3537,2016-10-09 00:00:00,54.01304,-161.58388,15.4,95.5,98.0,IMO9461477,71.0,under way using engine,336.0,43.0,11.8
3546,2016-10-09 09:00:00,54.07672,-161.97354,11.1,-129.9,275.0,IMO9403047,70.0,under way using engine,185.0,32.0,10.0
3549,2016-10-09 12:00:00,54.04932,-161.89872,9.4,93.0,92.0,IMO9550424,70.0,under way using engine,170.0,27.0,5.3
3550,2016-10-09 13:00:00,54.04617,-161.60752,9.8,94.0,91.0,IMO9550424,70.0,under way using engine,170.0,27.0,5.3
3552,2016-10-09 15:00:00,54.0418,-161.13755,10.7,89.0,90.0,IMO9550424,70.0,under way using engine,170.0,27.0,5.3
3686,2016-10-15 05:00:00,54.07279,-161.84753,10.6,-132.3,283.0,IMO9644304,70.0,under way using engine,221.0,32.0,11.3
3687,2016-10-15 06:00:00,54.07943,-161.9885,10.9,-133.2,281.0,IMO9644304,70.0,under way using engine,221.0,32.0,11.3
3859,2016-10-22 10:00:00,54.08273,-161.91292,12.8,-130.6,285.0,IMO9182734,70.0,under way using engine,289.0,45.0,10.1
3966,2016-10-26 21:00:00,54.0459,-161.89746,11.4,90.3,92.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
3967,2016-11-09 14:00:00,54.0669,-161.86489,22.8,-130.8,282.0,IMO9112260,70.0,under way using engine,274.0,40.0,9.5
4035,2016-11-12 10:00:00,54.11925,-161.8823,9.2,83.3,78.0,IMO9038945,70.0,under way using engine,151.0,20.0,6.6
4036,2016-11-12 11:00:00,54.13144,-161.67694,8.9,89.8,78.0,IMO9038945,70.0,under way using engine,151.0,20.0,6.6
4157,2016-11-17 12:00:00,54.07019,-161.89464,14.0,-139.7,266.0,IMO9432529,70.0,under way using engine,175.0,29.0,9.8
4158,2016-11-17 13:00:00,54.07029,-161.97101,13.9,-139.0,266.0,IMO9432529,70.0,under way using engine,175.0,29.0,9.8
